sample,distance,date,day,lineage
MZ184468-1,33,2021-04-28,241,B.1.1.7
MZ184641-1,37,2021-04-30,243,B.1.1.7
MZ184909-1,35,2021-04-28,241,B.1.1.7
MZ185017-1,38,2021-04-28,241,B.1.1.7
MZ185839-1,37,2021-04-20,233,B.1.1.7
MZ186569-1,30,2021-04-20,233,B.1.526
MZ186724-1,21,2021-04-23,236,B.1.2
MZ186842-1,38,2021-04-15,228,B.1.1.7
MZ186865-1,40,2021-04-16,229,B.1.1.7
MZ187148-1,27,2021-04-16,229,B.1.427
MZ187633-1,35,2021-04-18,231,B.1.1.7
MZ188534-1,34,2021-04-18,231,B.1.1.7
MZ189653-1,20,2021-01-26,149,B.1.2
MZ192651-1,37,2021-05-01,244,B.1.1.7
MZ192799-1,39,2021-04-29,242,B.1.1.7
MZ193250-1,40,2021-04-30,243,B.1.1.7
MZ193321-1,37,2021-04-20,233,B.1.1.7
MZ193338-1,22,2021-04-23,236,B.1.526
MZ193557-1,39,2021-04-22,235,B.1.1.7
MZ193594-1,37,2021-04-23,236,B.1.1.7
MZ194118-1,38,2021-04-27,240,B.1.1.7
MZ194287-1,27,2021-04-23,236,B.1.1.519
MZ194290-1,33,2021-04-21,234,B.1.1.7
MZ194522-1,37,2021-04-26,239,B.1.1.7
MZ195079-1,25,2021-05-03,246,B.1.526
MZ195407-1,39,2021-04-24,237,B.1.1.7
MZ195456-1,35,2021-04-25,238,B.1.1.7
MZ195480-1,39,2021-04-25,238,B.1.1.7
MZ195656-1,39,2021-04-25,238,B.1.1.7
MZ195754-1,40,2021-04-24,237,B.1.1.7
MZ195913-1,39,2021-04-25,238,B.1.1.7
MZ195983-1,36,2021-04-22,235,B.1.1.7
MZ196025-1,30,2021-04-26,239,B.1.526
MZ202004-1,38,2021-04-24,237,B.1.1.7
MZ202076-1,37,2021-04-25,238,B.1.1.7
MZ202131-1,23,2021-04-25,238,B.1.526
MZ202382-1,28,2021-04-07,220,B.1.1.519
MZ202417-1,28,2021-04-08,221,B.1.1.519
MZ206481-1,23,2021-03-04,186,R.1
MZ206618-1,24,2021-02-13,167,B.1.239
MZ206633-1,34,2021-04-12,225,B.1.1.7
MZ206878-1,11,2020-12-22,114,B.1
MZ207009-1,27,2021-03-04,186,B.1.1.519
MZ207179-1,24,2021-01-04,127,B.1.568
MZ207388-1,24,2021-05-06,249,B.1.526
MZ207451-1,29,2021-05-06,249,B.1.526
MZ207573-1,36,2021-05-09,252,B.1.1.7
MZ210100-1,27,2021-04-08,221,B.1.2
MZ210613-1,31,2021-04-11,224,B.1.1.519
MZ210859-1,31,2021-04-09,222,B.1.1.519
MZ210863-1,34,2021-04-09,222,B.1.429
MZ211102-1,23,2021-04-12,225,B.1.1.348
MZ211387-1,35,2021-04-10,223,P.1
MZ211619-1,40,2021-04-09,222,B.1.1.7
MZ211864-1,39,2021-04-10,223,B.1.1.7
MZ212009-1,36,2021-04-07,220,B.1.1.7
MZ212380-1,28,2021-04-10,223,B.1.637
MZ212508-1,35,2021-04-10,223,B.1.1.7
MZ212587-1,37,2021-04-14,227,B.1.1.7
MZ213285-1,35,2021-04-11,224,B.1.1.7
MZ213859-1,36,2021-04-13,226,B.1.1.7
MZ213873-1,39,2021-04-13,226,B.1.1.7
MZ213930-1,36,2021-04-13,226,B.1.1.7
MZ213965-1,23,2021-04-12,225,B.1.526
MZ214205-1,37,2021-04-11,224,B.1.1.7
MZ214215-1,38,2021-04-13,226,Q.3
MZ214802-1,35,2021-04-14,227,B.1.1.7
MZ217002-1,35,2021-04-27,240,B.1.1.7
MZ217039-1,36,2021-04-26,239,B.1.1.7
MZ217839-1,37,2021-04-28,241,B.1.1.7
MZ217931-1,37,2021-04-29,242,P.1
MZ222424-1,36,2021-04-24,237,P.1
MZ226194-1,35,2021-04-30,243,B.1.1.7
MZ227979-1,20,2021-04-27,240,B.1.526
MZ228423-1,40,2021-04-27,240,B.1.1.7
MZ228463-1,24,2021-04-27,240,B.1.526
MZ228824-1,40,2021-04-27,240,B.1.1.7
MZ228979-1,43,2021-04-27,240,B.1.1.7
MZ231653-1,25,2021-03-05,187,B.1.1.519
MZ233582-1,21,2021-01-28,151,B.1.2
MZ233987-1,34,2021-05-06,249,C.37
MZ236863-1,40,2021-04-29,242,B.1.1.7
MZ237813-1,38,2021-04-30,243,B.1.1.7
MZ238355-1,37,2021-03-31,213,Q.3
MZ238403-1,39,2021-05-04,247,B.1.1.7
MZ238825-1,42,2021-05-04,247,B.1.1.7
MZ239517-1,45,2021-04-15,228,B.1.1.7
MZ239547-1,38,2021-04-23,236,B.1.1.7
MZ239747-1,21,2021-04-15,228,B.1.526
MZ239965-1,39,2021-04-16,229,B.1.1.7
MZ241019-1,35,2021-04-27,240,P.1
MZ242200-1,36,2021-04-29,242,B.1.1.7
MZ244426-1,35,2021-05-08,251,B.1.1.7
MZ244518-1,38,2021-05-09,252,B.1.1.7
MZ244595-1,37,2021-05-08,251,B.1.1.7
MZ244665-1,38,2021-05-10,253,B.1.1.7
MZ244789-1,38,2021-05-08,251,B.1.1.7
MZ245076-1,36,2021-05-11,254,B.1.1.7
MZ245367-1,39,2021-05-11,254,Q.3
MZ245572-1,13,2020-10-11,42,B.1.396
MZ245579-1,16,2020-12-18,110,B.1.234
MZ246757-1,40,2021-04-28,241,B.1.1.7
MZ252172-1,39,2021-05-04,247,B.1.1.7
MZ252673-1,38,2021-05-08,251,Q.4
MZ252820-1,33,2021-04-30,243,B.1.1.7
MZ252826-1,38,2021-05-01,244,P.1
MZ253181-1,31,2021-05-02,245,B.1.1.7
MZ253712-1,22,2021-05-06,249,B.1.526
MZ255145-1,33,2021-05-04,247,B.1.525
MZ255769-1,37,2021-03-11,193,B.1.1.7
MZ255938-1,38,2021-03-02,184,B.1.1.7
MZ256026-1,33,2021-03-08,190,B.1.1.7
MZ256151-1,21,2021-03-04,186,B.1.2
MZ256883-1,36,2021-05-11,254,B.1.1.7
MZ256886-1,23,2021-05-10,253,B.1.526
MZ257037-1,27,2021-05-12,255,B.1.526
MZ257111-1,26,2021-05-13,256,B.1.526
MZ257212-1,25,2021-03-20,202,B.1.429
MZ257328-1,30,2021-03-22,204,B.1.637
MZ257798-1,23,2021-03-23,205,B.1.575
MZ257999-1,22,2021-03-24,206,B.1.526
MZ258246-1,28,2021-03-17,199,B.1.429
MZ258876-1,28,2021-03-15,197,B.1.429
MZ258944-1,29,2021-03-17,199,B.1.2
MZ259204-1,22,2021-02-28,182,B.1.526
MZ259231-1,23,2021-03-10,192,B.1.311
MZ259552-1,35,2021-03-20,202,Q.4
MZ259634-1,34,2021-03-17,199,B.1.1.7
MZ259661-1,35,2021-03-02,184,B.1.1.7
MZ260522-1,25,2021-03-10,192,R.1
MZ260528-1,26,2021-03-10,192,R.1
MZ260771-1,38,2021-04-21,234,B.1.1.7
MZ261371-1,35,2021-04-27,240,B.1.1.7
MZ266879-1,20,2021-03-07,189,B.1.2
MZ267301-1,35,2021-05-03,246,B.1.1.7
MZ267360-1,21,2020-10-13,44,B.1.2
MZ268355-1,27,2021-05-04,247,B.1.526
MZ268381-1,35,2021-05-04,247,P.1
MZ270268-1,41,2021-04-29,242,B.1.1.7
MZ270364-1,37,2021-04-30,243,B.1.1.7
MZ270863-1,21,2021-04-15,228,B.1.2
MZ270958-1,41,2021-04-16,229,B.1.1.7
MZ271292-1,37,2021-04-16,229,B.1.1.7
MZ271521-1,40,2021-04-16,229,P.1
MZ271699-1,37,2021-04-20,233,B.1.1.7
MZ274474-1,37,2021-05-05,248,B.1.1.7
MZ274662-1,35,2021-05-01,244,B.1.1.7
MZ274693-1,36,2021-05-01,244,B.1.1.7
MZ275083-1,40,2021-05-03,246,B.1.1.7
MZ277935-1,37,2021-05-02,245,P.1
MZ278076-1,38,2021-04-20,233,P.1.10
MZ278302-1,36,2021-04-25,238,B.1.1.7
MZ278317-1,37,2021-05-05,248,B.1.1.7
MZ278357-1,39,2021-05-01,244,Q.3
MZ278636-1,40,2021-05-04,247,B.1.1.7
MZ278850-1,35,2021-05-03,246,B.1.1.7
MZ279250-1,38,2021-05-03,246,B.1.1.7
MZ279565-1,23,2021-05-01,244,B.1.526
MZ280301-1,39,2021-05-05,248,P.1.10
MZ280478-1,36,2021-05-04,247,B.1.1.7
MZ280510-1,32,2021-05-06,249,B.1.1.7
MZ280542-1,42,2021-05-04,247,B.1.1.7
MZ280604-1,37,2021-05-06,249,B.1.1.7
MZ280713-1,34,2021-05-05,248,B.1.1.7
MZ280955-1,38,2021-05-08,251,B.1.1.7
MZ281340-1,41,2021-05-05,248,P.1
MZ281608-1,38,2021-05-06,249,B.1.1.7
MZ282020-1,39,2021-05-02,245,B.1.1.7
MZ282385-1,40,2021-05-01,244,C.36.3.1
MZ282388-1,26,2021-05-01,244,B.1.526
MZ282446-1,36,2021-05-02,245,B.1.1.7
MZ282507-1,22,2021-04-30,243,B.1.526
MZ282668-1,21,2021-04-29,242,B.1.526
MZ283297-1,42,2021-04-23,236,B.1.1.7
MZ283346-1,39,2021-04-25,238,B.1.1.7
MZ283679-1,37,2021-04-22,235,B.1.1.7
MZ283704-1,38,2021-04-22,235,B.1.1.7
MZ283780-1,38,2021-04-22,235,B.1.1.7
MZ283801-1,37,2021-04-22,235,B.1.1.7
MZ283958-1,37,2021-04-21,234,B.1.1.7
MZ283992-1,38,2021-04-27,240,B.1.1.7
MZ284096-1,36,2021-04-22,235,B.1.1.7
MZ287887-1,28,2021-05-05,248,B.1.526
MZ288190-1,35,2021-05-03,246,B.1.1.7
MZ288206-1,30,2021-05-04,247,B.1.526
MZ288347-1,25,2021-05-01,244,B.1.526
MZ290332-1,37,2021-05-05,248,B.1.1.7
MZ290655-1,39,2021-05-05,248,B.1.1.7
MZ290714-1,28,2021-05-05,248,B.1.429
MZ290827-1,33,2021-05-05,248,B.1.429
MZ290917-1,35,2021-05-04,247,B.1.1.7
MZ290991-1,37,2021-05-04,247,B.1.1.7
MZ290992-1,41,2021-05-06,249,B.1.1.7
MZ293176-1,38,2021-05-07,250,B.1.1.7
MZ294992-1,27,2021-03-30,212,B.1.1.519
MZ295530-1,31,2021-05-08,251,B.1.1.7
MZ295776-1,41,2021-05-07,250,B.1.1.7
MZ296087-1,22,2021-05-12,255,B.1.526
MZ296307-1,37,2021-04-14,227,B.1.1.7
MZ296413-1,36,2021-04-15,228,B.1.1.7
MZ296497-1,40,2021-04-16,229,B.1.1.7
MZ296732-1,37,2021-04-15,228,B.1.1.7
MZ298054-1,25,2021-05-05,248,B.1.526
MZ303941-1,38,2021-05-02,245,B.1.1.7
MZ304854-1,38,2021-05-06,249,B.1.1.7
MZ306153-1,35,2021-05-07,250,B.1.1.7
MZ308048-1,39,2021-05-11,254,B.1.1.7
MZ308101-1,40,2021-05-12,255,P.1
MZ308338-1,38,2021-05-15,258,B.1.1.7
MZ310509-1,24,2021-01-10,133,B.1.36
MZ311156-1,41,2021-05-17,260,B.1.1.7
MZ313073-1,19,2021-02-07,161,B.1.595
MZ315727-1,36,2021-05-07,250,B.1.1.7
MZ315793-1,39,2021-05-07,250,B.1.1.7
MZ315832-1,38,2021-05-06,249,B.1.1.7
MZ315838-1,26,2021-05-06,249,B.1.526
MZ316071-1,25,2021-05-08,251,B.1.526
MZ316147-1,36,2021-05-06,249,B.1.1.7
MZ316726-1,29,2021-05-15,258,B.1.1.519
MZ317020-1,36,2021-05-14,257,B.1.1.7
MZ317253-1,36,2021-05-11,254,B.1.1.7
MZ318334-1,26,2021-05-09,252,B.1.526
MZ318861-1,25,2021-05-11,254,B.1.526
MZ319759-1,35,2021-05-17,260,B.1.1.7
MZ319970-1,37,2021-05-19,262,B.1.1.7
MZ320149-1,38,2021-05-21,264,B.1.1.7
MZ320581-1,43,2021-05-20,263,B.1.1.7
MZ321044-1,35,2021-05-04,247,B.1.1.7
MZ321350-1,29,2021-05-09,252,B.1.526
MZ321384-1,40,2021-05-11,254,B.1.1.7
MZ321400-1,25,2021-05-10,253,B.1.526
MZ321407-1,27,2021-05-11,254,B.1.526
MZ321464-1,39,2021-05-09,252,B.1.1.7
MZ321689-1,38,2021-04-29,242,B.1.1.7
MZ321702-1,32,2021-04-29,242,B.1.1.7
MZ321722-1,37,2021-04-29,242,B.1.1.7
MZ322437-1,32,2021-05-13,256,B.1.1.7
MZ325197-1,21,2020-10-29,60,B.1.2
MZ331168-1,33,2021-05-10,253,B.1.637
MZ337129-1,38,2021-05-15,258,B.1.1.7
MZ337568-1,40,2021-05-15,258,P.1
MZ340661-1,34,2021-05-03,246,B.1.1.7
MZ340783-1,36,2021-05-05,248,B.1.1.7
MZ340959-1,36,2021-04-29,242,B.1.1.7
MZ341261-1,39,2021-05-12,255,P.1
MZ341262-1,32,2021-05-12,255,B.1.526
MZ341346-1,35,2021-05-16,259,B.1.429
MZ341503-1,38,2021-05-17,260,P.1
MZ341775-1,41,2021-05-11,254,B.1.1.7
MZ341859-1,32,2021-05-14,257,B.1.526
MZ341960-1,34,2021-05-17,260,B.1.1.7
MZ343630-1,42,2021-05-11,254,B.1.1.7
MZ349151-1,33,2021-04-04,217,B.1.1.7
MZ349259-1,35,2021-04-05,218,B.1.1.7
MZ349337-1,36,2021-04-02,215,B.1.1.7
MZ351744-1,37,2021-04-10,223,B.1.1.7
MZ351747-1,39,2021-04-14,227,B.1.1.7
MZ351748-1,37,2021-04-18,231,B.1.1.7
MZ351751-1,38,2021-04-20,233,B.1.1.7
MZ353760-1,45,2021-05-19,262,B.1.1.7
MZ353771-1,39,2021-05-22,265,B.1.1.7
MZ354181-1,38,2021-05-12,255,B.1.1.7
MZ354183-1,36,2021-05-11,254,B.1.1.7
MZ354184-1,23,2021-05-12,255,B.1.526
MZ354551-1,36,2021-05-13,256,B.1.1.7
MZ354563-1,37,2021-05-13,256,B.1.1.7
MZ354684-1,39,2021-05-14,257,B.1.1.7
MZ356599-1,39,2021-05-18,261,P.1.10
MZ358507-1,41,2021-05-14,257,B.1.1.7
MZ358744-1,35,2021-05-18,261,B.1.1.7
MZ359726-1,28,2021-04-18,231,B.1.1.519
MZ360174-1,36,2021-05-14,257,B.1.1.7
MZ366576-1,29,2021-03-21,203,B.1.1.519
MZ367831-1,27,2021-05-03,246,B.1.429
MZ368288-1,35,2021-03-26,208,B.1.1.7
MZ371409-1,37,2021-05-17,260,B.1.1.7
MZ371804-1,35,2021-05-16,259,B.1.1.7
MZ372840-1,43,2021-05-28,271,B.1.1.7
MZ375615-1,40,2021-05-09,252,B.1.1.7
MZ376121-1,43,2021-05-28,271,B.1.1.7
MZ376144-1,41,2021-05-25,268,B.1.1.7
MZ376296-1,33,2021-05-25,268,B.1.429
MZ376311-1,33,2021-05-27,270,B.1.1.7
MZ376499-1,40,2021-05-25,268,B.1.1.7
MZ376545-1,36,2021-05-26,269,B.1.617.2
MZ376894-1,22,2021-01-12,135,B.1.2
MZ376909-1,15,2021-01-11,134,B.1
MZ377813-1,18,2020-12-12,104,B.1.1.416
MZ378216-1,24,2021-04-30,243,B.1.427
MZ378265-1,39,2021-04-29,242,P.1
MZ378487-1,30,2021-04-04,217,B.1.429
MZ378637-1,40,2021-04-23,236,B.1.1.7
MZ386400-1,38,2021-06-01,275,B.1.1.7
MZ386457-1,38,2021-06-01,275,B.1.1.7
MZ390467-1,42,2021-05-19,262,B.1.1.7
MZ390575-1,43,2021-05-17,260,B.1.1.7
MZ390675-1,36,2021-05-18,261,B.1.1.7
MZ390760-1,38,2021-05-19,262,B.1.1.7
MZ391009-1,25,2020-12-22,114,B.1.2
MZ391159-1,23,2020-12-16,108,B.1.2
MZ393532-1,25,2021-05-15,258,B.1.526
MZ401160-1,36,2021-05-27,270,B.1.1.7
MZ401730-1,32,2021-05-24,267,B.1.1.7
MZ401734-1,39,2021-05-26,269,B.1.1.7
MZ402246-1,41,2021-05-17,260,B.1.1.7
MZ402363-1,42,2021-05-28,271,B.1.1.7
MZ404470-1,38,2021-04-02,215,B.1.1.7
MZ405161-1,24,2021-01-04,127,B.1.311
MZ412329-1,41,2021-06-04,278,P.1.17
MZ414248-1,38,2021-03-31,213,P.1
MZ414320-1,30,2021-06-02,276,B.1.1.519
MZ414482-1,37,2021-03-31,213,B.1.1.7
MZ414713-1,39,2021-04-14,227,B.1.1.7
MZ414751-1,37,2021-04-20,233,B.1.1.7
MZ414916-1,35,2021-05-07,250,B.1.1.7
MZ415083-1,37,2021-05-13,256,B.1.1.7
MZ415357-1,36,2021-06-01,275,B.1.1.7
MZ415640-1,39,2021-05-11,254,B.1.1.7
MZ415688-1,38,2021-05-09,252,B.1.1.7
MZ416178-1,37,2021-05-14,257,B.1.1.7
MZ424089-1,33,2021-05-16,259,B.1.526
MZ429112-1,24,2021-04-17,230,B.1.1.28
MZ430606-1,38,2021-05-12,255,B.1.1.7
MZ430731-1,35,2021-05-12,255,B.1.1.7
MZ431870-1,33,2021-05-19,262,B.1.1.7
MZ432070-1,38,2021-05-21,264,B.1.1.7
MZ432082-1,40,2021-05-22,265,B.1.1.7
MZ433000-1,37,2021-06-06,280,B.1.1.7
MZ434494-1,41,2021-05-11,254,B.1.1.7
MZ434531-1,37,2021-05-10,253,B.1.1.7
MZ436596-1,42,2021-05-29,272,B.1.1.7
MZ444268-1,24,2021-01-24,147,B.1.2
MZ444428-1,23,2021-01-24,147,B.1.400
MZ448688-1,33,2021-05-03,246,B.1.1.7
MZ448885-1,17,2020-10-27,58,B.1.110.3
MZ448888-1,18,2020-10-29,60,B.1.2
MZ449042-1,18,2020-12-04,96,B.1.110.3
MZ449135-1,17,2020-12-15,107,B.1.400
MZ449201-1,21,2020-12-07,99,B.1.232
MZ449204-1,18,2020-12-14,106,B.1.427
MZ450256-1,38,2021-06-05,279,B.1.1.7
MZ450262-1,43,2021-06-06,280,P.1
MZ450667-1,27,2021-06-10,284,B.1.526
MZ450693-1,45,2021-06-11,285,P.1
MZ451424-1,23,2021-01-10,133,B.1.2
MZ451492-1,31,2021-02-27,181,B.1.2
MZ453859-1,39,2021-03-30,212,B.1.1.7
MZ454218-1,38,2021-03-05,187,B.1.1.7
MZ454516-1,29,2021-05-03,246,B.1.526
MZ454573-1,42,2021-05-04,247,B.1.1.7
MZ454608-1,34,2021-05-05,248,B.1.1.7
MZ454976-1,36,2021-05-04,247,B.1.1.7
MZ455195-1,34,2021-05-21,264,P.1.15
MZ455284-1,38,2021-04-29,242,B.1.1.7
MZ455576-1,31,2021-05-03,246,B.1.1.7
MZ455710-1,35,2021-04-19,232,B.1.1.7
MZ455936-1,39,2021-04-13,226,B.1.1.7
MZ455994-1,35,2021-04-05,218,B.1.1.7
MZ455999-1,36,2021-03-31,213,B.1.1.7
MZ470742-1,24,2021-01-27,150,B.1.400
MZ471551-1,27,2020-12-11,103,B.1.2
MZ471669-1,25,2021-03-28,210,B.1.1.519
MZ472041-1,31,2021-04-29,242,B.1.637
MZ472082-1,43,2021-05-01,244,B.1.1.7
MZ473682-1,28,2021-02-23,177,B.1.1.519
MZ473853-1,10,2020-10-19,50,B.1.400
MZ475482-1,33,2021-05-24,267,B.1.1.7
MZ475571-1,21,2021-01-12,135,B.1.400
MZ475623-1,31,2021-05-11,254,B.1.1.7
MZ490185-1,27,2021-03-25,207,B.1.427
MZ491398-1,41,2021-06-09,283,B.1.1.7
MZ491949-1,35,2021-06-03,277,B.1.1.7
MZ491970-1,40,2021-06-04,278,B.1.1.7
MZ492251-1,38,2021-06-09,283,B.1.1.7
MZ492305-1,43,2021-06-11,285,B.1.1.7
MZ493433-1,40,2021-06-09,283,B.1.1.7
MZ493470-1,30,2021-05-24,267,B.1.637
MZ493508-1,37,2021-05-13,256,B.1.1.7
MZ494043-1,36,2021-06-17,291,B.1.1.7
MZ497669-1,38,2021-04-26,239,B.1.1.7
MZ498282-1,37,2021-04-12,225,B.1.1.7
MZ498361-1,36,2021-05-03,246,B.1.1.7
MZ498721-1,22,2021-01-13,136,B.1.2
MZ499015-1,19,2021-01-04,127,B.1.2
MZ499385-1,32,2021-05-28,271,B.1.637
MZ499412-1,32,2021-02-23,177,B.1.2
MZ499493-1,34,2021-02-10,164,B.1.429
MZ499660-1,34,2021-04-05,218,B.1.1.7
MZ499737-1,22,2021-01-05,128,B.1.2
MZ499896-1,42,2021-05-10,253,B.1.1.7
MZ499903-1,37,2021-05-10,253,B.1.1.7
MZ499940-1,23,2021-01-20,143,B.1.1.432
MZ500049-1,35,2021-03-01,183,B.1.1.7
MZ500540-1,27,2020-12-28,120,B.1.2
MZ506130-1,39,2021-06-07,281,B.1.1.7
MZ506304-1,35,2021-06-08,282,B.1.1.7
MZ511364-1,38,2021-04-28,241,B.1.1.7
MZ512583-1,19,2021-03-17,199,B.1.2
MZ514040-1,36,2021-06-01,275,B.1.1.7
MZ518194-1,12,2020-10-23,54,B.1
MZ520081-1,26,2021-02-09,163,B.1.2
MZ520101-1,29,2021-03-24,206,B.1.351
MZ529986-1,36,2021-06-20,294,B.1.1.7
MZ530221-1,41,2021-06-17,291,B.1.1.7
MZ531099-1,41,2021-06-21,295,P.1.10
MZ531537-1,41,2021-06-12,286,P.1
MZ532604-1,40,2021-05-29,272,B.1.1.7
MZ535044-1,37,2021-06-22,296,B.1.617.2
MZ536017-1,38,2021-06-20,294,B.1.1.7
MZ536425-1,37,2021-06-21,295,P.1
MZ536564-1,38,2021-06-11,285,P.1
MZ538392-1,39,2021-06-11,285,B.1.1.7
MZ538690-1,27,2021-05-20,263,B.1.526
MZ538696-1,35,2021-05-20,263,B.1.1.7
MZ538718-1,37,2021-06-01,275,B.1.1.7
MZ538877-1,38,2021-04-07,220,B.1.1.7
MZ539273-1,38,2021-05-20,263,B.1.1.7
MZ543331-1,39,2021-06-17,291,B.1.1.7
MZ543427-1,18,2021-01-05,128,B.1.2
MZ544787-1,13,2020-10-18,49,B.1
MZ554327-1,39,2021-06-28,302,B.1.1.7
MZ555010-1,44,2021-06-20,294,B.1.1.7
MZ566389-1,38,2021-06-13,287,B.1.1.7
MZ570622-1,46,2021-06-02,276,P.1
MZ570813-1,42,2021-06-21,295,P.1.10
MZ572280-1,27,2021-06-14,288,B.1.526
MZ576163-1,46,2021-07-10,314,AY.3.1
MZ578722-1,36,2021-03-18,200,B.1.1.7
MZ578876-1,36,2021-04-02,215,B.1.1.7
MZ579218-1,36,2021-05-05,248,B.1.1.7
MZ579229-1,40,2021-05-02,245,B.1.1.7
MZ590679-1,43,2021-06-30,304,Q.3
MZ591535-1,33,2021-06-29,303,B.1.617.2
MZ599979-1,33,2021-05-03,246,B.1.429
MZ600047-1,35,2021-05-28,271,B.1.1.7
MZ615562-1,43,2021-07-02,306,P.1.17
MZ617938-1,44,2021-06-27,301,P.1
MZ619151-1,25,2021-01-05,128,B.1.2
MZ622367-1,17,2020-11-17,79,B.1.369
MZ622443-1,18,2020-11-23,85,B.1.595
MZ622500-1,14,2020-11-24,86,B.1.400
MZ622659-1,20,2020-11-29,91,B.1.2
MZ634208-1,44,2021-07-14,318,AY.25
MZ635638-1,19,2021-01-11,134,B.1.2
MZ635862-1,22,2021-01-17,140,B.1.2
MZ635911-1,24,2021-01-06,129,B.1.239
MZ635998-1,17,2021-02-28,182,B.1.575
MZ636260-1,25,2021-01-12,135,B.1.429
MZ636281-1,25,2021-01-19,142,B.1.429
MZ637822-1,20,2021-02-15,169,B.1.526
MZ637841-1,13,2021-02-16,170,B.1.526
MZ637930-1,20,2021-02-19,173,B.1.526
MZ637970-1,21,2021-02-19,173,B.1.526
MZ638008-1,24,2021-02-22,176,B.1.526
MZ638117-1,24,2021-02-25,179,B.1.526
MZ639512-1,21,2021-03-25,207,B.1.526
MZ639581-1,23,2021-03-29,211,B.1.526
MZ639625-1,23,2021-03-29,211,B.1.526
MZ639679-1,22,2021-03-31,213,B.1.526
MZ640424-1,27,2021-04-09,222,B.1.526
MZ640425-1,23,2021-04-09,222,B.1.526
MZ641212-1,31,2021-04-27,240,B.1.526
MZ641312-1,26,2021-05-03,246,B.1.526
MZ641330-1,22,2021-05-04,247,B.1.526
MZ641501-1,25,2021-01-14,137,B.1.637
MZ641566-1,23,2021-01-27,150,B.1.526
MZ641610-1,35,2021-02-05,159,B.1.1.7
MZ641743-1,26,2021-02-17,171,B.1.526
MZ641800-1,37,2021-02-23,177,B.1.1.7
MZ642154-1,37,2021-04-07,220,B.1.1.7
MZ648114-1,31,2021-04-29,242,B.1.2
MZ664900-1,31,2021-04-14,227,B.1.2
MZ666519-1,29,2021-03-15,197,B.1.429
MZ666785-1,39,2021-06-20,294,B.1.1.7
MZ670079-1,36,2021-05-25,268,B.1.1.7
MZ672055-1,31,2021-07-15,319,B.1.617.2
MZ683807-1,31,2021-07-12,316,B.1.617.2
MZ684196-1,28,2021-04-19,232,B.1.429
MZ685128-1,38,2021-05-01,244,Q.3
MZ685301-1,37,2021-04-29,242,Q.3
MZ685499-1,44,2021-05-05,248,B.1.1.7
MZ685649-1,39,2021-05-24,267,Q.3
MZ685914-1,38,2021-05-22,265,Q.3
MZ690419-1,42,2021-07-06,310,B.1.1.7
MZ693959-1,32,2021-07-12,316,B.1.617.2
MZ694142-1,43,2021-07-11,315,B.1.1.7
MZ702431-1,29,2021-06-01,275,B.1.637
MZ704331-1,39,2021-07-11,315,P.1.17
MZ705387-1,40,2021-07-07,311,P.1
MZ705937-1,37,2021-07-08,312,B.1.1.7
MZ712887-1,45,2021-07-27,331,AY.44
MZ713752-1,42,2021-07-26,330,P.1.7
MZ716612-1,38,2021-06-28,302,B.1.1.7
MZ718356-1,34,2021-03-15,197,B.1.1.7
MZ718477-1,26,2021-03-16,198,B.1.429
MZ718640-1,27,2021-03-16,198,B.1.2
MZ718829-1,38,2021-03-24,206,B.1.1.7
MZ718893-1,25,2021-03-27,209,B.1.526
MZ721955-1,26,2020-12-23,115,B.1.429
MZ722013-1,12,2020-12-29,121,B.1.239
MZ722237-1,21,2020-12-29,121,B.1.1.222
MZ722565-1,19,2020-12-29,121,B.1.421
MZ722579-1,23,2020-12-19,111,B.1.2
MZ722584-1,27,2020-12-17,109,B.1.429
MZ722693-1,20,2020-12-26,118,B.1.2
MZ724269-1,37,2021-04-23,236,B.1.1.7
MZ733935-1,34,2021-07-14,318,AY.35
MZ746516-1,33,2021-07-16,320,B.1.617.2
MZ746591-1,33,2021-04-13,226,B.1.1.519
MZ766159-1,22,2020-12-10,102,B.1.311
MZ779344-1,13,2021-01-13,136,B.1
MZ779783-1,38,2021-03-09,191,B.1.1.7
MZ779929-1,36,2021-03-18,200,Q.3
MZ779970-1,35,2021-03-08,190,B.1.1.7
MZ780057-1,27,2020-12-30,122,B.1.575
MZ780764-1,23,2021-03-08,190,B.1.2
MZ787089-1,34,2021-07-17,321,B.1.1.7
MZ798924-1,18,2021-02-22,176,B.1.517
MZ798951-1,21,2021-03-25,207,B.1.526
MZ817727-1,37,2021-04-12,225,B.1.1.7
MZ819944-1,16,2020-12-04,96,B.1.396
MZ827598-1,42,2021-07-29,333,AY.14
MZ832664-1,37,2021-03-30,212,B.1.1.7
MZ833438-1,29,2021-03-25,207,P.2
MZ842476-1,15,2020-09-15,16,B.1.1.403
MZ849837-1,37,2021-07-03,307,B.1.1.7
MZ859641-1,45,2021-07-26,330,P.1
MZ879685-1,33,2021-08-02,337,B.1.617.2
MZ895662-1,19,2021-01-03,126,B.1.1
MZ895787-1,20,2020-12-03,95,B.1.1
MZ909429-1,18,2021-01-13,136,B.1.427
MZ917108-1,36,2021-04-29,242,P.1
MZ917886-1,15,2020-10-28,59,B.1
MZ944420-1,36,2021-07-29,333,B.1.617.2
MZ944479-1,32,2021-07-30,334,B.1.415.1
MZ952622-1,30,2021-08-05,340,B.1.617.2
MZ978001-1,32,2021-07-25,329,B.1.617.2
